From Date,PM2.5,PM10,NO,NO2,NOx,SO2,CO,Ozone,NH3,Station,Year,Month,Day,PM10_SubIndex,PM2.5_SubIndex,SO2_SubIndex,NOx_SubIndex,NH3_SubIndex,CO_SubIndex,Ozone_SubIndex,AQI,AQI_Bucket
2020-01-03,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,January,Friday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-02-03,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,February,Monday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-03-03,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,March,Tuesday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-04-03,88.72,222.33,47.2,9.11,42.61,2.77,0.61,48.79,15.03,New Industrial Town Faridabad - HSPCB,2020,April,Friday,181.33333333333331,193.33333333333331,2.5,52.5,3.75,0.0,48.0,193.0,Moderate
2020-05-03,47.51,131.89,46.9,8.84,40.4,4.84,0.17,10.43,14.9,New Industrial Town Faridabad - HSPCB,2020,May,Sunday,120.66666666666667,78.33333333333333,5.0,50.0,3.5,0.0,10.0,121.0,Moderate
2020-06-03,22.48,43.55,48.84,8.53,43.18,7.21,1.02,6.74,15.38,New Industrial Town Faridabad - HSPCB,2020,June,Wednesday,43.0,36.666666666666664,8.75,53.75,3.75,50.0,6.0,54.0,Satisfactory
2020-07-03,64.53,144.12,53.1,9.77,46.93,5.71,1.77,2.27,16.75,New Industrial Town Faridabad - HSPCB,2020,July,Friday,129.33333333333334,113.33333333333333,6.25,57.5,4.0,50.0,2.0,129.0,Moderate
2020-08-03,87.03,142.24,54.05,8.17,47.61,7.65,1.9,5.16,16.71,New Industrial Town Faridabad - HSPCB,2020,August,Monday,128.0,190.0,8.75,58.75,4.0,50.0,5.0,190.0,Moderate
2020-09-03,62.13,154.32,61.51,12.74,52.67,5.87,1.43,4.52,11.61,New Industrial Town Faridabad - HSPCB,2020,September,Thursday,136.0,106.66666666666667,6.25,65.0,2.75,50.0,4.0,136.0,Moderate
2020-10-03,106.38,166.92,79.63,19.15,73.86,9.66,1.74,4.14,4.91,New Industrial Town Faridabad - HSPCB,2020,October,Saturday,144.0,253.33333333333334,11.25,91.25,1.0,50.0,4.0,253.0,Poor
2020-11-03,76.02,139.94,80.14,18.84,74.11,11.14,1.68,5.77,4.95,New Industrial Town Faridabad - HSPCB,2020,November,Tuesday,126.0,153.33333333333334,13.75,92.5,1.0,50.0,5.0,153.0,Moderate
2020-12-03,85.37,194.56,83.94,21.16,77.55,11.97,1.66,11.79,5.17,New Industrial Town Faridabad - HSPCB,2020,December,Thursday,162.66666666666666,183.33333333333331,13.75,96.25,1.25,50.0,11.0,183.0,Moderate
2020-03-13,73.28,224.98,86.76,21.48,80.8,15.92,1.73,9.37,5.28,New Industrial Town Faridabad - HSPCB,2020,March,Friday,182.66666666666669,143.33333333333334,18.75,100.0,1.25,50.0,9.0,183.0,Moderate
2020-03-14,43.19,107.41,80.01,18.37,66.46,14.62,1.11,17.85,4.89,New Industrial Town Faridabad - HSPCB,2020,March,Saturday,104.66666666666667,71.66666666666667,17.5,82.5,1.0,50.0,17.0,105.0,Moderate
2020-03-15,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,March,Sunday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-03-16,54.33,145.2,79.08,18.71,66.31,12.02,1.36,26.88,4.86,New Industrial Town Faridabad - HSPCB,2020,March,Monday,130.0,90.0,15.0,82.5,1.0,50.0,26.0,130.0,Moderate
2020-03-17,74.49,154.35,79.26,19.75,68.07,14.46,1.5,26.1,4.89,New Industrial Town Faridabad - HSPCB,2020,March,Tuesday,136.0,146.66666666666666,17.5,85.0,1.0,50.0,26.0,147.0,Moderate
2020-03-18,76.08,163.2,83.25,15.69,68.27,10.55,1.68,13.85,4.88,New Industrial Town Faridabad - HSPCB,2020,March,Wednesday,142.0,153.33333333333334,12.5,85.0,1.0,50.0,13.0,153.0,Moderate
2020-03-19,85.19,217.16,76.31,6.86,63.42,11.23,1.88,15.34,4.24,New Industrial Town Faridabad - HSPCB,2020,March,Thursday,178.0,183.33333333333331,13.75,78.75,1.0,50.0,15.0,183.0,Moderate
2020-03-20,116.22,245.88,48.74,10.45,44.32,5.9,2.0,13.81,2.95,New Industrial Town Faridabad - HSPCB,2020,March,Friday,196.66666666666669,286.6666666666667,6.25,55.0,0.5,100.0,13.0,287.0,Poor
2020-03-21,76.22,174.74,2.73,13.77,9.38,5.58,1.77,17.17,0.68,New Industrial Town Faridabad - HSPCB,2020,March,Saturday,149.33333333333334,153.33333333333334,6.25,11.25,0.0,50.0,17.0,153.0,Moderate
2020-03-22,95.44,170.37,2.77,13.95,9.51,5.99,1.86,10.97,0.67,New Industrial Town Faridabad - HSPCB,2020,March,Sunday,146.66666666666666,216.66666666666666,6.25,11.25,0.0,50.0,10.0,217.0,Poor
2020-03-23,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,March,Monday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-03-24,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,March,Tuesday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-03-25,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,March,Wednesday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-03-26,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,March,Thursday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-03-27,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,March,Friday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-03-28,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,March,Saturday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-03-29,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,March,Sunday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-03-30,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,March,Monday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-03-31,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,March,Tuesday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-01-04,0.0,243.09209068010068,27.913536977491948,9.904852459016434,0.0,17.272439024390252,0.0,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,January,Saturday,195.33333333333331,0.0,21.25,0.0,6.25,0.0,2.0,195.0,Moderate
2020-02-04,5.61,71.05,70.3,31.05,10.59,2.18,0.2,36.89,4.76,New Industrial Town Faridabad - HSPCB,2020,February,Tuesday,71.0,8.333333333333334,2.5,12.5,1.0,0.0,36.0,71.0,Satisfactory
2020-03-04,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,March,Wednesday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-04-04,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,April,Saturday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-05-04,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,May,Monday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-06-04,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,June,Thursday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-07-04,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,July,Saturday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-08-04,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,August,Tuesday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-09-04,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,September,Friday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-10-04,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,October,Sunday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-11-04,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,November,Wednesday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-12-04,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,December,Friday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-04-13,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,April,Monday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-04-14,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,April,Tuesday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-04-15,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,April,Wednesday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-04-16,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,April,Thursday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-04-17,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,April,Friday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-04-18,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,April,Saturday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-04-19,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,April,Sunday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-04-20,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,April,Monday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-04-21,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,April,Tuesday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-04-22,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,April,Wednesday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-04-23,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,April,Thursday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-04-24,15.48,124.85,70.74,33.22,69.15,1.38,1.35,49.06,4.86,New Industrial Town Faridabad - HSPCB,2020,April,Friday,116.0,25.0,1.25,86.25,1.0,50.0,49.0,116.0,Moderate
2020-04-25,9.83,100.41,71.26,32.75,74.25,2.29,1.37,28.24,4.78,New Industrial Town Faridabad - HSPCB,2020,April,Saturday,100.0,15.0,2.5,92.5,1.0,50.0,28.0,100.0,Satisfactory
2020-04-26,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,April,Sunday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-04-27,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,April,Monday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-04-28,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,April,Tuesday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-04-29,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,April,Wednesday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-04-30,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,April,Thursday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-01-05,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,January,Sunday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-02-05,13.28,136.94,70.49,41.83,70.27,0.9,6.29,1.21,37.09,New Industrial Town Faridabad - HSPCB,2020,February,Wednesday,124.0,21.666666666666668,0.0,87.5,9.25,150.0,1.0,150.0,Moderate
2020-03-05,13.8,100.6,70.49,41.83,78.38,0.9,6.98,1.4,13.28,New Industrial Town Faridabad - HSPCB,2020,March,Thursday,100.0,21.666666666666668,0.0,97.5,3.25,150.0,1.0,150.0,Moderate
2020-04-05,11.64,56.28,70.49,41.83,78.38,0.9,6.98,1.44,8.65,New Industrial Town Faridabad - HSPCB,2020,April,Sunday,56.0,18.333333333333332,0.0,97.5,2.0,150.0,1.0,150.0,Moderate
2020-05-05,15.54,113.24,70.24,39.63,77.03,1.44,6.18,1.49,15.61,New Industrial Town Faridabad - HSPCB,2020,May,Tuesday,108.66666666666667,25.0,1.25,96.25,3.75,150.0,1.0,150.0,Moderate
2020-06-05,10.1,167.78,69.26,30.97,71.72,3.59,6.82,1.43,15.17,New Industrial Town Faridabad - HSPCB,2020,June,Friday,144.66666666666666,16.666666666666668,3.75,88.75,3.75,150.0,1.0,150.0,Moderate
2020-07-05,16.68,110.33,69.26,30.97,71.72,3.59,6.41,1.49,8.38,New Industrial Town Faridabad - HSPCB,2020,July,Sunday,106.66666666666667,26.666666666666668,3.75,88.75,2.0,150.0,1.0,150.0,Moderate
2020-08-05,34.79,122.19,68.24,30.52,66.78,4.11,6.17,1.43,34.06,New Industrial Town Faridabad - HSPCB,2020,August,Wednesday,114.66666666666667,56.666666666666664,5.0,82.5,8.5,150.0,1.0,150.0,Moderate
2020-09-05,22.63,150.99,66.5,30.39,69.21,0.76,6.74,1.55,31.97,New Industrial Town Faridabad - HSPCB,2020,September,Saturday,133.33333333333334,36.666666666666664,0.0,86.25,7.75,150.0,1.0,150.0,Moderate
2020-10-05,30.4,146.81,66.5,30.39,69.21,0.76,7.16,1.58,25.03,New Industrial Town Faridabad - HSPCB,2020,October,Monday,130.66666666666666,50.0,0.0,86.25,6.25,162.5,1.0,162.0,Moderate
2020-11-05,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,November,Thursday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-12-05,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,December,Saturday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-05-13,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,14.57,17.272439024390252,4.16,0.54,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,May,Wednesday,195.33333333333331,173.33333333333331,21.25,17.5,6.25,125.0,0.0,195.0,Moderate
2020-05-14,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,May,Thursday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-05-15,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,May,Friday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-05-16,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,May,Saturday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-05-17,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,May,Sunday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-05-18,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,May,Monday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-05-19,55.65,205.87,71.3,33.94,68.92,4.96,3.91,1.54,22.22,New Industrial Town Faridabad - HSPCB,2020,May,Tuesday,170.0,91.66666666666666,5.0,85.0,5.5,112.5,1.0,170.0,Moderate
2020-05-20,26.37,182.8,70.65,33.59,74.21,4.85,4.59,1.53,14.16,New Industrial Town Faridabad - HSPCB,2020,May,Wednesday,154.66666666666666,43.333333333333336,5.0,92.5,3.5,125.0,1.0,155.0,Moderate
2020-05-21,60.83,249.95,69.5,32.96,72.95,4.76,5.63,1.41,22.69,New Industrial Town Faridabad - HSPCB,2020,May,Thursday,199.33333333333331,100.0,5.0,90.0,5.5,137.5,1.0,199.0,Moderate
2020-05-22,66.03,234.02,71.06,35.24,75.39,4.97,5.03,1.76,21.65,New Industrial Town Faridabad - HSPCB,2020,May,Friday,189.33333333333331,120.0,5.0,93.75,5.25,137.5,1.0,189.0,Moderate
2020-05-23,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,May,Saturday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-05-24,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,May,Sunday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-05-25,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,May,Monday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-05-26,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,May,Tuesday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-05-27,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,May,Wednesday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-05-28,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,May,Thursday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-05-29,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,May,Friday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-05-30,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,May,Saturday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-05-31,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town Faridabad - HSPCB,2020,May,Sunday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-01-06,33.19,132.92,70.87,33.59,71.98,4.91,11.14,1.71,22.6,New Industrial Town  Faridabad - HSPCB ,2020,January,Monday,121.33333333333333,55.0,5.0,88.75,5.5,214.28571428571428,1.0,214.0,Poor
2020-02-06,5.47,229.0,70.81,33.51,74.29,4.9,5.39,1.71,35.33,New Industrial Town  Faridabad - HSPCB ,2020,February,Thursday,186.0,8.333333333333334,5.0,92.5,8.75,137.5,1.0,186.0,Moderate
2020-03-06,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town  Faridabad - HSPCB ,2020,March,Friday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-04-06,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town  Faridabad - HSPCB ,2020,April,Monday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-05-06,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town  Faridabad - HSPCB ,2020,May,Wednesday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-06-06,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town  Faridabad - HSPCB ,2020,June,Saturday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
2020-07-06,82.89741206030149,243.09209068010068,27.913536977491948,9.904852459016434,21.932807017543865,17.272439024390252,9.125263157894729,2.076397984886649,25.99554156171284,New Industrial Town  Faridabad - HSPCB ,2020,July,Monday,195.33333333333331,173.33333333333331,21.25,26.25,6.25,187.5,2.0,195.0,Moderate
